거래ID,거래처코드,거래처명,신용점수,국가리스크등급,거래금액_USD,결제조건일수,과거연체횟수,누적거래횟수,업력_년,담보여부,수출보험여부,연체여부
TX005220,P091,Nordic Trading,862,2,260900.0,0,0,45,19.5,0,1,0
TX005221,P105,Prime Logistics,501,4,121700.0,60,3,12,3.1,0,0,1
TX005222,P081,Vega Industries,519,4,71700.0,90,2,6,5.3,0,1,1
TX005223,P066,Orient Energy,643,3,63800.0,0,1,54,6.3,0,0,0
TX005224,P095,Meridian Trading,821,2,230000.0,90,0,44,19.9,0,1,0
TX005225,P112,Orient Materials,815,1,357600.0,60,1,45,24.0,0,0,0
TX005226,P086,Sierra Energy,460,4,71000.0,60,4,5,15.3,0,1,1
TX005227,P110,Meridian Energy,806,1,649400.0,30,0,50,22.5,0,0,0
TX005228,P099,Aurora Global,673,1,114300.0,0,1,26,11.9,0,0,0
TX005229,P035,Sierra Materials,661,3,36100.0,60,1,66,9.7,1,0,0
TX005230,P095,Meridian Trading,800,2,161900.0,60,2,44,20.0,0,1,0
TX005231,P024,Zenith Energy,679,3,186900.0,0,0,16,8.9,0,1,0
TX005232,P079,Golden Agro,676,2,22600.0,90,1,54,13.8,0,1,0
TX005233,P046,Vega Agro,636,4,41900.0,60,0,56,10.5,1,0,0
TX005234,P076,Nordic Materials,629,3,67500.0,30,1,58,11.8,1,0,0
TX005235,P055,Delta Energy,669,3,35900.0,0,3,53,9.8,1,1,0
TX005236,P003,Delta Materials,852,1,382100.0,0,1,41,20.5,0,1,0
TX005237,P027,Summit Power,728,3,77200.0,60,0,21,3.5,0,1,0
TX005238,P035,Sierra Materials,681,3,53400.0,60,3,66,9.5,1,1,0
TX005239,P055,Delta Energy,662,3,46000.0,90,2,53,10.5,0,1,0
TX005240,P042,Corona Power,711,3,91400.0,60,1,25,12.0,1,0,0
TX005241,P074,Aurora Logistics,475,5,163200.0,30,3,7,7.7,1,0,1
TX005242,P049,Orient Trading,497,4,104600.0,30,3,9,6.2,0,1,0
TX005243,P097,Marina Chemicals,797,2,388600.0,0,1,35,19.1,0,1,0
TX005244,P050,Crest Chemicals,695,2,111500.0,30,1,14,2.1,0,1,0
TX005245,P068,Cobalt Trading,688,4,232500.0,30,0,21,0.5,0,0,0
TX005246,P015,Crest Materials,776,1,468300.0,30,0,34,24.5,0,0,0
TX005247,P111,Prime Global,743,2,174000.0,30,0,21,3.5,0,1,0
TX005248,P120,Orient Chemicals,655,2,69700.0,0,1,50,12.9,1,1,0
TX005249,P078,Pacific Materials,828,1,415000.0,30,0,37,23.0,0,1,0
TX005250,P044,Summit Agro,700,2,243700.0,30,1,23,8.3,0,0,0
TX005251,P102,Falcon Power,782,1,296200.0,30,1,49,23.4,0,0,0
TX005252,P075,Marina Industries,590,3,32200.0,30,1,49,12.4,0,0,0
TX005253,P099,Aurora Global,676,1,121500.0,30,2,26,11.3,0,0,0
TX005254,P010,Delta Chemicals,658,3,71600.0,0,0,51,10.5,0,1,0
TX005255,P076,Nordic Materials,639,3,87800.0,60,0,58,12.8,0,0,0
TX005256,P091,Nordic Trading,841,2,440300.0,30,0,45,19.2,0,0,0
TX005257,P085,Pacific Agro,676,3,54300.0,60,1,55,16.7,0,0,0
TX005258,P070,Crest Metals,842,1,464300.0,0,1,45,23.3,0,0,0
TX005259,P086,Sierra Energy,454,4,69800.0,30,4,5,14.6,0,1,1
TX005260,P091,Nordic Trading,867,2,206800.0,60,1,45,19.9,0,0,0
TX005261,P113,Meridian Agro,604,3,45700.0,30,1,52,9.1,0,0,0
TX005262,P118,Pacific Chemicals,788,1,380800.0,0,0,44,26.8,0,1,0
TX005263,P101,Aurora Agro,696,3,226500.0,90,0,12,7.1,0,1,0
TX005264,P091,Nordic Trading,861,2,384200.0,0,0,45,19.9,0,1,0
TX005265,P005,Zenith Trading,602,3,28700.0,0,1,56,18.5,0,0,1
TX005266,P014,Orient Global,816,1,576900.0,60,0,44,18.8,0,1,0
TX005267,P009,Falcon Global,619,3,15800.0,30,2,51,9.3,0,0,0
TX005268,P076,Nordic Materials,629,3,115600.0,60,0,58,12.1,0,1,1
TX005269,P087,Corona Metals,694,2,121800.0,30,1,19,12.9,0,0,0
TX005270,P051,Union Energy,674,3,100700.0,0,0,51,11.3,0,0,0
TX005271,P066,Orient Energy,619,3,61800.0,60,1,54,6.1,0,1,0
TX005272,P018,Marina Global,643,3,35600.0,90,1,58,16.1,1,0,0
TX005273,P090,Falcon Agro,834,2,241000.0,30,1,36,20.6,1,0,0
TX005274,P067,Vega Materials,797,2,439700.0,0,0,51,22.0,1,0,0
TX005275,P018,Marina Global,645,3,56200.0,90,1,58,15.7,1,1,0
TX005276,P022,Sierra Metals,865,2,205100.0,30,4,46,21.0,1,0,0
TX005277,P108,Orient Power,680,3,24800.0,60,0,41,11.7,0,0,1
TX005278,P006,Harbor Agro,715,3,69500.0,0,0,28,4.7,0,0,0
TX005279,P029,Atlas Global,430,5,175900.0,90,2,8,0.9,1,1,1
TX005280,P026,Summit Materials,742,3,144500.0,60,0,31,7.6,0,0,0
TX005281,P055,Delta Energy,653,3,27800.0,90,2,53,10.7,0,0,1
TX005282,P107,Prime Metals,794,2,223400.0,30,0,47,23.1,0,0,0
TX005283,P013,Orient Logistics,751,2,269600.0,90,0,37,18.1,0,0,0
TX005284,P003,Delta Materials,846,1,327600.0,30,1,41,20.2,0,0,0
TX005285,P070,Crest Metals,841,1,414000.0,60,0,45,24.1,1,0,0
TX005286,P002,Corona Agro,678,3,180300.0,60,1,25,4.0,0,1,0
TX005287,P093,Union Global,831,2,642400.0,90,1,52,20.5,0,0,0
TX005288,P033,Delta Industries,676,2,92700.0,60,0,24,6.2,0,0,0
TX005289,P075,Marina Industries,609,3,26200.0,0,1,49,12.6,0,0,0
TX005290,P042,Corona Power,723,3,125500.0,90,0,25,12.6,0,1,0
TX005291,P045,Meridian Materials,681,4,52300.0,90,2,51,10.2,1,1,1
TX005292,P041,Falcon Industries,619,3,39800.0,90,1,63,6.9,1,0,1
TX005293,P072,Meridian Logistics,669,3,67100.0,30,0,51,7.7,1,0,0
TX005294,P120,Orient Chemicals,641,2,44100.0,90,0,50,12.8,0,0,0
TX005295,P055,Delta Energy,668,3,51600.0,90,2,53,10.3,0,0,0
TX005296,P117,Falcon Energy,661,2,131300.0,60,2,50,8.3,0,1,0
TX005297,P075,Marina Industries,599,3,38100.0,30,3,49,12.6,0,0,1
TX005298,P032,Cobalt Logistics,699,3,144500.0,60,1,23,4.6,1,1,0
TX005299,P107,Prime Metals,819,2,156200.0,0,0,47,22.7,0,1,0
TX005300,P118,Pacific Chemicals,768,1,394200.0,30,0,44,26.8,0,0,0
TX005301,P067,Vega Materials,813,2,388500.0,0,0,51,20.9,0,1,0
TX005302,P075,Marina Industries,619,3,53700.0,60,2,49,12.5,0,0,0
TX005303,P061,Harbor Metals,677,2,29800.0,0,1,58,15.3,1,0,0
TX005304,P055,Delta Energy,685,3,45300.0,30,2,53,10.0,0,0,0
TX005305,P096,Prime Materials,808,2,463300.0,30,1,50,23.0,0,0,0
TX005306,P013,Orient Logistics,751,2,107900.0,30,0,37,18.1,0,1,0
TX005307,P109,Delta Trading,812,1,244800.0,30,0,40,23.3,0,0,0
TX005308,P067,Vega Materials,781,2,430800.0,30,0,51,21.2,0,0,0
TX005309,P006,Harbor Agro,712,3,118400.0,30,0,28,5.2,0,0,0
TX005310,P020,Corona Materials,648,3,85500.0,60,0,40,15.4,0,1,1
TX005311,P069,Sierra Global,660,2,171500.0,30,2,31,3.7,0,1,0
TX005312,P105,Prime Logistics,533,4,106000.0,0,4,12,2.5,0,1,0
TX005313,P079,Golden Agro,682,2,46000.0,90,0,54,13.5,0,1,0
TX005314,P041,Falcon Industries,638,3,55900.0,90,1,63,7.5,0,1,1
TX005315,P042,Corona Power,737,3,211400.0,60,0,25,12.1,1,1,0
TX005316,P014,Orient Global,781,1,619900.0,60,3,44,19.1,1,0,0
TX005317,P075,Marina Industries,607,3,47900.0,60,1,49,11.7,0,0,1
TX005318,P011,Corona Industries,698,3,150800.0,30,0,20,10.7,0,0,0
TX005319,P107,Prime Metals,789,2,278500.0,90,0,47,24.2,1,0,0
TX005320,P031,Vega Power,777,2,511200.0,90,0,38,18.2,1,1,0
TX005321,P036,Prime Trading,745,1,205200.0,60,1,40,23.5,1,0,0
TX005322,P065,Crest Global,694,2,101800.0,90,1,15,12.8,1,0,0
TX005323,P070,Crest Metals,827,1,613300.0,60,1,45,24.6,1,1,0
TX005324,P113,Meridian Agro,605,3,67200.0,60,1,52,8.5,0,0,0
TX005325,P066,Orient Energy,631,3,32200.0,60,1,54,5.3,0,0,1
TX005326,P045,Meridian Materials,687,4,48800.0,0,1,51,11.0,0,0,0
TX005327,P071,Golden Metals,771,1,233500.0,90,0,47,26.9,1,1,0
TX005328,P045,Meridian Materials,682,4,70000.0,0,1,51,10.2,0,1,0
TX005329,P065,Crest Global,686,2,106900.0,30,1,15,13.5,0,0,0
TX005330,P098,Marina Agro,666,3,44600.0,0,1,57,17.1,0,0,1
TX005331,P008,Vega Logistics,732,2,112200.0,30,1,19,9.9,1,0,0
TX005332,P065,Crest Global,695,2,117200.0,30,0,15,13.8,0,0,0
TX005333,P037,Nordic Global,681,3,45500.0,30,2,45,13.7,0,0,0
TX005334,P110,Meridian Energy,807,1,463300.0,0,1,50,22.9,0,1,0
TX005335,P097,Marina Chemicals,824,2,311000.0,90,2,35,18.8,1,0,0
TX005336,P016,Aurora Energy,819,1,264000.0,60,0,45,27.6,0,1,0
TX005337,P090,Falcon Agro,843,2,400600.0,0,0,36,19.9,0,0,0
TX005338,P107,Prime Metals,814,2,192900.0,90,1,47,24.0,0,0,0
TX005339,P005,Zenith Trading,601,3,19600.0,0,1,56,18.3,0,0,0
TX005340,P102,Falcon Power,783,1,348600.0,60,0,49,22.5,0,0,0
TX005341,P079,Golden Agro,673,2,63700.0,30,0,54,13.0,0,0,0
TX005342,P042,Corona Power,705,3,95700.0,30,0,25,13.3,1,0,0
TX005343,P066,Orient Energy,616,3,61500.0,0,1,54,5.3,0,1,0
TX005344,P034,Union Trading,759,2,480400.0,90,0,54,18.4,1,0,0
TX005345,P002,Corona Agro,703,3,173100.0,30,1,25,3.3,0,1,0
TX005346,P067,Vega Materials,783,2,458300.0,0,2,51,21.2,1,1,0
TX005347,P027,Summit Power,688,3,104800.0,60,1,21,2.8,1,0,0
TX005348,P075,Marina Industries,618,3,51400.0,60,1,49,11.8,0,1,0
TX005349,P113,Meridian Agro,611,3,58700.0,60,1,52,8.4,0,1,0
TX005350,P014,Orient Global,836,1,739400.0,60,1,44,19.3,0,0,0
TX005351,P074,Aurora Logistics,467,5,205800.0,60,4,7,7.2,0,1,1
TX005352,P016,Aurora Energy,817,1,281700.0,30,0,45,25.9,0,0,0
TX005353,P059,Falcon Materials,696,2,144800.0,0,3,21,8.9,0,1,1
TX005354,P061,Harbor Metals,645,2,34000.0,30,1,58,14.4,0,1,0
TX005355,P008,Vega Logistics,716,2,140000.0,0,0,19,9.4,0,0,0
TX005356,P077,Corona Energy,802,2,226800.0,60,2,37,18.9,1,0,0
TX005357,P107,Prime Metals,811,2,117600.0,0,0,47,22.4,0,0,0
TX005358,P112,Orient Materials,804,1,293400.0,30,2,45,23.0,0,0,0
TX005359,P091,Nordic Trading,851,2,268400.0,60,0,45,19.0,0,1,0
TX005360,P005,Zenith Trading,615,3,26000.0,30,1,56,17.6,1,0,0
TX005361,P008,Vega Logistics,725,2,172500.0,90,0,19,10.0,0,1,0
TX005362,P041,Falcon Industries,629,3,32500.0,90,3,63,7.1,0,0,1
TX005363,P035,Sierra Materials,629,3,46600.0,0,2,66,9.8,1,0,1
TX005364,P077,Corona Energy,809,2,298200.0,30,1,37,18.2,0,0,0
TX005365,P012,Prime Power,642,2,24400.0,0,0,60,4.7,0,1,0
TX005366,P093,Union Global,842,2,285500.0,90,1,52,21.2,0,0,0
TX005367,P087,Corona Metals,687,2,140700.0,30,2,19,11.9,0,0,0
TX005368,P021,Harbor Power,664,3,62500.0,30,1,15,12.6,0,1,0
TX005369,P071,Golden Metals,790,1,374600.0,60,0,47,27.8,0,1,0
TX005370,P071,Golden Metals,787,1,327200.0,60,0,47,27.4,0,1,0
TX005371,P018,Marina Global,629,3,28700.0,60,1,58,15.1,1,1,1
TX005372,P048,Orient Metals,620,2,30200.0,0,1,45,12.0,1,1,0
TX005373,P078,Pacific Materials,830,1,259900.0,30,0,37,22.9,0,1,0
TX005374,P063,Prime Agro,462,4,126700.0,90,2,13,0.7,0,1,1
TX005375,P097,Marina Chemicals,814,2,266300.0,30,1,35,18.5,0,0,1
TX005376,P114,Corona Logistics,746,1,278300.0,60,0,52,19.2,0,0,0
TX005377,P011,Corona Industries,681,3,110000.0,30,0,20,10.8,0,1,0
TX005378,P094,Union Chemicals,778,1,809400.0,90,1,48,16.6,0,1,0
TX005379,P035,Sierra Materials,669,3,41300.0,60,1,66,9.8,0,0,0
TX005380,P018,Marina Global,615,3,48500.0,90,1,58,15.3,1,1,0
TX005381,P085,Pacific Agro,681,3,24300.0,30,1,55,15.4,0,0,0
TX005382,P046,Vega Agro,605,4,32800.0,60,1,56,10.6,0,1,1
TX005383,P116,Aurora Materials,662,3,39600.0,30,2,55,9.8,0,0,0
TX005384,P016,Aurora Energy,825,1,291000.0,60,0,45,27.2,0,1,0
TX005385,P099,Aurora Global,685,1,115700.0,60,1,26,11.4,0,0,0
TX005386,P090,Falcon Agro,822,2,339400.0,90,0,36,20.2,0,0,0
TX005387,P103,Golden Materials,671,2,164300.0,60,0,8,9.4,0,0,0
TX005388,P112,Orient Materials,811,1,149400.0,30,0,45,24.8,1,0,0
TX005389,P066,Orient Energy,632,3,46000.0,0,1,54,6.1,0,1,0
TX005390,P070,Crest Metals,810,1,433900.0,0,0,45,24.5,0,1,0
TX005391,P046,Vega Agro,623,4,54400.0,60,0,56,10.1,0,0,0
TX005392,P051,Union Energy,703,3,63200.0,30,0,51,10.6,0,0,0
TX005393,P065,Crest Global,698,2,95900.0,30,0,15,13.7,1,1,0
TX005394,P110,Meridian Energy,809,1,250200.0,90,0,50,23.1,1,0,0
TX005395,P088,Falcon Trading,597,3,32200.0,30,1,43,12.9,1,0,0
TX005396,P104,Summit Energy,823,2,503000.0,30,1,41,21.3,1,0,0
TX005397,P062,Aurora Industries,662,3,208700.0,30,2,33,8.2,1,0,1
TX005398,P043,Atlas Chemicals,821,2,419400.0,30,1,46,21.9,0,0,0
TX005399,P076,Nordic Materials,632,3,52500.0,0,0,58,11.9,0,0,0
TX005400,P093,Union Global,835,2,371700.0,30,1,52,20.6,0,0,0
TX005401,P036,Prime Trading,751,1,164200.0,60,0,40,23.0,0,0,0
TX005402,P061,Harbor Metals,657,2,57500.0,30,1,58,15.0,0,0,0
TX005403,P089,Golden Power,820,1,310900.0,30,0,45,25.2,1,1,0
TX005404,P066,Orient Energy,626,3,66800.0,0,2,54,5.5,0,1,1
TX005405,P058,Zenith Logistics,723,3,193100.0,60,2,19,7.2,0,0,0
TX005406,P037,Nordic Global,677,3,43900.0,0,2,45,13.3,0,1,0
TX005407,P056,Union Agro,715,2,119600.0,60,0,22,7.4,1,0,0
TX005408,P066,Orient Energy,607,3,48800.0,0,1,54,6.3,0,0,0
TX005409,P112,Orient Materials,820,1,428800.0,60,0,45,23.8,0,0,0
TX005410,P116,Aurora Materials,678,3,47000.0,30,2,55,10.6,0,0,0
TX005411,P076,Nordic Materials,625,3,70600.0,90,0,58,12.4,0,1,0
TX005412,P069,Sierra Global,646,2,194900.0,60,1,31,3.8,1,1,0
TX005413,P076,Nordic Materials,631,3,36800.0,0,0,58,12.3,0,0,0
TX005414,P059,Falcon Materials,691,2,131000.0,30,2,21,9.1,0,0,1
TX005415,P090,Falcon Agro,826,2,462100.0,0,0,36,20.2,1,1,0
TX005416,P067,Vega Materials,786,2,371100.0,60,0,51,21.3,0,0,0
TX005417,P072,Meridian Logistics,648,3,53200.0,60,0,51,8.7,0,0,1
TX005418,P020,Corona Materials,679,3,150800.0,0,0,40,15.6,1,0,0
TX005419,P095,Meridian Trading,812,2,419200.0,90,1,44,20.3,0,1,0
TX005420,P033,Delta Industries,656,2,53100.0,60,0,24,5.9,0,1,1
TX005421,P066,Orient Energy,595,3,31200.0,30,2,54,5.3,0,1,0
TX005422,P098,Marina Agro,644,3,31000.0,30,1,57,17.2,0,0,1
TX005423,P090,Falcon Agro,822,2,354400.0,30,0,36,21.5,0,1,0
TX005424,P041,Falcon Industries,622,3,96500.0,30,1,63,7.2,0,1,0
TX005425,P054,Golden Global,650,3,32100.0,30,2,58,15.8,1,0,0
TX005426,P022,Sierra Metals,857,2,480800.0,90,2,46,21.9,0,0,0
TX005427,P120,Orient Chemicals,616,2,41000.0,60,1,50,12.8,0,0,1
TX005428,P014,Orient Global,800,1,403400.0,60,0,44,18.3,0,0,0
TX005429,P070,Crest Metals,835,1,452200.0,60,0,45,23.2,0,0,0
TX005430,P094,Union Chemicals,760,1,779400.0,60,0,48,15.8,1,1,0
TX005431,P018,Marina Global,656,3,40100.0,90,1,58,15.2,0,1,0
TX005432,P088,Falcon Trading,637,3,44100.0,90,1,43,13.1,1,1,0
TX005433,P039,Nordic Chemicals,450,4,139300.0,60,4,12,7.4,0,1,1
TX005434,P054,Golden Global,641,3,58300.0,30,1,58,16.3,0,1,1
TX005435,P008,Vega Logistics,715,2,133600.0,30,0,19,9.6,0,0,0
TX005436,P034,Union Trading,762,2,313300.0,60,0,54,19.0,0,0,0
TX005437,P069,Sierra Global,629,2,177700.0,60,1,31,4.0,1,1,0
TX005438,P073,Vega Metals,708,2,222600.0,30,1,23,9.5,0,0,0
TX005439,P104,Summit Energy,834,2,473600.0,90,1,41,22.9,1,1,0
TX005440,P048,Orient Metals,612,2,56100.0,60,1,45,11.1,0,0,0
TX005441,P042,Corona Power,714,3,222700.0,30,0,25,11.8,1,0,0
TX005442,P097,Marina Chemicals,808,2,279000.0,0,1,35,20.1,0,1,0
TX005443,P083,Crest Agro,700,3,267600.0,30,0,19,7.0,0,0,0
TX005444,P099,Aurora Global,688,1,123300.0,0,2,26,11.3,0,0,0
TX005445,P107,Prime Metals,786,2,301900.0,30,0,47,22.9,0,0,0
TX005446,P094,Union Chemicals,787,1,1068500.0,0,0,48,16.5,1,0,0
TX005447,P036,Prime Trading,754,1,398200.0,30,1,40,23.3,1,0,0
TX005448,P117,Falcon Energy,674,2,80100.0,30,2,50,7.2,0,1,0
TX005449,P034,Union Trading,766,2,237200.0,30,0,54,19.1,1,1,0
TX005450,P102,Falcon Power,765,1,256600.0,30,1,49,22.1,1,1,0
TX005451,P009,Falcon Global,636,3,66100.0,0,2,51,9.0,1,0,0
TX005452,P009,Falcon Global,649,3,69600.0,0,1,51,9.0,0,0,0
TX005453,P005,Zenith Trading,604,3,25400.0,60,1,56,17.4,1,0,0
TX005454,P031,Vega Power,794,2,356000.0,90,0,38,16.5,1,1,0
TX005455,P113,Meridian Agro,606,3,45100.0,30,1,52,9.1,0,0,1
TX005456,P012,Prime Power,645,2,38100.0,60,0,60,5.7,0,1,0
TX005457,P090,Falcon Agro,844,2,535300.0,30,0,36,20.9,1,0,0
TX005458,P113,Meridian Agro,613,3,133000.0,0,3,52,8.3,0,0,0
TX005459,P020,Corona Materials,687,3,44300.0,90,0,40,15.5,0,0,0
TX005460,P099,Aurora Global,676,1,196300.0,60,1,26,10.7,0,0,0
TX005461,P088,Falcon Trading,608,3,58900.0,60,1,43,12.4,0,1,0
TX005462,P022,Sierra Metals,843,2,249900.0,30,1,46,20.8,0,0,0
TX005463,P015,Crest Materials,779,1,574000.0,30,0,34,23.8,0,0,0
TX005464,P116,Aurora Materials,649,3,18900.0,30,3,55,10.4,0,0,0
TX005465,P012,Prime Power,639,2,30100.0,60,1,60,5.8,0,0,1
TX005466,P048,Orient Metals,634,2,17100.0,60,1,45,12.8,1,1,0
TX005467,P070,Crest Metals,819,1,424200.0,30,2,45,24.3,0,0,0
TX005468,P014,Orient Global,781,1,554600.0,0,2,44,19.5,0,0,0
TX005469,P091,Nordic Trading,829,2,276000.0,60,0,45,19.5,1,0,0
TX005470,P110,Meridian Energy,821,1,437800.0,60,0,50,23.2,1,0,0
TX005471,P041,Falcon Industries,643,3,30000.0,60,2,63,7.3,0,1,0
TX005472,P080,Harbor Global,526,4,118400.0,30,2,20,5.0,1,1,1
TX005473,P041,Falcon Industries,640,3,45300.0,30,2,63,7.0,0,0,1
TX005474,P018,Marina Global,637,3,45800.0,0,1,58,15.7,1,0,0
TX005475,P097,Marina Chemicals,816,2,158600.0,30,1,35,18.9,0,1,0
TX005476,P034,Union Trading,747,2,425100.0,0,0,54,19.3,1,1,0
TX005477,P109,Delta Trading,817,1,298100.0,60,0,40,23.3,0,0,0
TX005478,P016,Aurora Energy,819,1,357900.0,60,0,45,26.6,0,1,0
TX005479,P055,Delta Energy,678,3,39800.0,60,2,53,10.8,0,0,0
TX005480,P016,Aurora Energy,815,1,334400.0,0,0,45,27.0,1,0,0
TX005481,P102,Falcon Power,775,1,345000.0,30,0,49,22.8,0,0,0
TX005482,P076,Nordic Materials,622,3,106000.0,30,0,58,12.5,1,0,0
TX005483,P073,Vega Metals,708,2,133400.0,60,1,23,10.0,0,0,0
TX005484,P089,Golden Power,797,1,298700.0,90,0,45,25.5,0,1,0
TX005485,P037,Nordic Global,652,3,50900.0,60,1,45,13.4,0,0,0
TX005486,P048,Orient Metals,638,2,42600.0,60,2,45,11.3,0,0,1
TX005487,P088,Falcon Trading,614,3,76800.0,30,1,43,12.6,1,0,0
TX005488,P033,Delta Industries,667,2,134400.0,60,0,24,5.3,0,1,0
TX005489,P120,Orient Chemicals,661,2,94000.0,30,1,50,13.5,1,1,0
TX005490,P116,Aurora Materials,659,3,40400.0,60,3,55,10.5,0,1,0
TX005491,P089,Golden Power,789,1,376400.0,0,1,45,25.2,0,1,0
TX005492,P023,Sierra Trading,483,4,140400.0,30,4,19,4.5,0,1,1
TX005493,P091,Nordic Trading,848,2,418100.0,60,0,45,19.8,0,1,0
TX005494,P068,Cobalt Trading,697,4,322700.0,60,0,21,0.6,0,0,1
TX005495,P020,Corona Materials,660,3,37800.0,60,0,40,15.0,0,0,0
TX005496,P070,Crest Metals,836,1,646100.0,60,0,45,24.2,1,1,0
TX005497,P061,Harbor Metals,672,2,38800.0,90,1,58,14.8,0,1,0
TX005498,P094,Union Chemicals,785,1,679900.0,0,0,48,16.3,0,0,0
TX005499,P026,Summit Materials,722,3,146900.0,90,0,31,8.6,0,0,0
TX005500,P001,Delta Power,696,2,124400.0,60,2,19,2.8,0,0,0
TX005501,P046,Vega Agro,633,4,37300.0,60,0,56,10.1,1,0,0
TX005502,P070,Crest Metals,864,1,536200.0,90,0,45,24.6,0,0,0
TX005503,P053,Summit Global,746,3,133600.0,60,0,14,10.1,0,1,0
TX005504,P033,Delta Industries,681,2,154300.0,0,0,24,7.1,0,0,0
TX005505,P114,Corona Logistics,754,1,409900.0,60,0,52,18.7,0,0,0
TX005506,P028,Pacific Global,639,2,54000.0,30,1,51,15.8,0,0,0
TX005507,P067,Vega Materials,777,2,353800.0,30,1,51,22.4,1,1,0
TX005508,P037,Nordic Global,667,3,47400.0,90,1,45,14.5,0,1,1
TX005509,P048,Orient Metals,629,2,35500.0,30,1,45,12.0,0,1,0
TX005510,P045,Meridian Materials,685,4,93500.0,60,1,51,10.5,1,1,0
TX005511,P064,Zenith Chemicals,677,4,33400.0,90,2,44,7.7,0,0,1
TX005512,P070,Crest Metals,825,1,551100.0,0,1,45,23.3,0,0,0
TX005513,P080,Harbor Global,528,4,108800.0,60,3,20,4.7,0,1,1
TX005514,P028,Pacific Global,613,2,55400.0,30,1,51,15.0,1,0,0
TX005515,P043,Atlas Chemicals,809,2,1003600.0,30,0,46,21.4,0,0,0
TX005516,P051,Union Energy,699,3,48400.0,30,0,51,10.6,0,0,0
TX005517,P104,Summit Energy,822,2,404200.0,0,3,41,22.0,0,0,0
TX005518,P085,Pacific Agro,693,3,41400.0,60,1,55,16.3,0,0,0
TX005519,P003,Delta Materials,841,1,450800.0,90,1,41,20.6,0,1,0
TX005520,P034,Union Trading,762,2,271800.0,30,0,54,18.5,0,0,0
TX005521,P028,Pacific Global,647,2,58700.0,90,1,51,15.3,0,0,0
TX005522,P001,Delta Power,715,2,101000.0,60,0,19,3.4,0,0,0
TX005523,P088,Falcon Trading,624,3,51000.0,0,1,43,13.6,0,0,0
TX005524,P059,Falcon Materials,673,2,123300.0,30,2,21,9.7,0,0,0
TX005525,P064,Zenith Chemicals,661,4,32400.0,0,1,44,8.1,0,1,0
TX005526,P013,Orient Logistics,753,2,216000.0,30,0,37,17.4,0,0,1
TX005527,P066,Orient Energy,603,3,45700.0,0,1,54,6.0,1,0,0
TX005528,P089,Golden Power,791,1,516500.0,0,0,45,25.0,1,1,0
TX005529,P089,Golden Power,804,1,318600.0,60,0,45,24.7,0,1,0
TX005530,P079,Golden Agro,670,2,69200.0,60,0,54,13.8,0,1,0
TX005531,P016,Aurora Energy,791,1,313600.0,90,0,45,28.0,0,0,0
TX005532,P046,Vega Agro,636,4,25800.0,90,0,56,9.7,1,1,0
TX005533,P010,Delta Chemicals,665,3,63800.0,90,0,51,11.2,0,1,0
TX005534,P083,Crest Agro,706,3,117300.0,60,0,19,8.0,0,1,0
TX005535,P034,Union Trading,753,2,393700.0,60,2,54,18.1,0,0,0
TX005536,P028,Pacific Global,653,2,68800.0,30,1,51,14.4,1,0,0
TX005537,P078,Pacific Materials,826,1,415200.0,60,2,37,22.6,0,0,0
TX005538,P117,Falcon Energy,691,2,60200.0,30,1,50,8.1,0,0,0
TX005539,P107,Prime Metals,784,2,228100.0,0,0,47,22.7,1,1,0
TX005540,P120,Orient Chemicals,618,2,43200.0,0,0,50,13.3,0,0,0
TX005541,P118,Pacific Chemicals,809,1,305600.0,60,0,44,26.2,0,1,0
TX005542,P064,Zenith Chemicals,643,4,31500.0,30,2,44,7.7,1,1,0
TX005543,P109,Delta Trading,821,1,215400.0,30,0,40,23.4,0,0,0
TX005544,P096,Prime Materials,767,2,560700.0,30,0,50,23.3,0,0,0
TX005545,P108,Orient Power,687,3,35800.0,60,0,41,13.2,1,1,0
TX005546,P118,Pacific Chemicals,779,1,385100.0,30,0,44,26.2,0,0,0
TX005547,P051,Union Energy,684,3,20600.0,90,0,51,11.1,0,0,0
TX005548,P025,Crest Industries,677,2,173700.0,30,1,14,7.6,0,0,0
TX005549,P040,Union Power,705,3,99600.0,30,1,15,3.0,0,1,0
TX005550,P084,Meridian Metals,754,1,393600.0,30,0,45,23.4,1,0,0
TX005551,P108,Orient Power,701,3,45200.0,30,1,41,12.8,0,1,0
TX005552,P099,Aurora Global,686,1,136500.0,60,1,26,11.4,0,0,0
TX005553,P113,Meridian Agro,619,3,43900.0,0,2,52,8.5,0,0,1
TX005554,P078,Pacific Materials,824,1,188100.0,60,1,37,23.2,0,1,0
TX005555,P039,Nordic Chemicals,478,4,135300.0,0,3,12,7.5,0,0,1
TX005556,P015,Crest Materials,755,1,349100.0,0,1,34,24.7,0,1,0
TX005557,P027,Summit Power,726,3,81000.0,60,0,21,3.1,1,0,0
TX005558,P054,Golden Global,639,3,44300.0,60,1,58,16.9,0,1,0
TX005559,P051,Union Energy,674,3,47500.0,60,0,51,11.5,0,1,0
TX005560,P010,Delta Chemicals,672,3,51100.0,30,0,51,11.1,0,1,0
TX005561,P012,Prime Power,653,2,37100.0,60,0,60,4.8,0,0,0
TX005562,P054,Golden Global,655,3,27700.0,60,1,58,16.5,1,1,1
TX005563,P119,Meridian Chemicals,635,1,107700.0,0,1,25,12.1,0,1,0
