거래ID,선적일,구분,사업부,거래처,국가,품목,금액_USD,통화,인코텀즈,결제조건,결제예정일,결제상태,연체일수
TRD-25382,2025-09-25,삼국간,그린에너지,Rotterdam AgriTrade,네덜란드,태양광모듈,230800,USD,FOB,L/C Usance 90,2026-01-07,완료,0
TRD-25383,2026-05-21,수출,물류솔루션,Lagos Agro Ltd,나이지리아,해상운송,157500,USD,FOB,T/T 30,2026-07-04,예정,0
TRD-25384,2025-12-12,수출,식량자원,Shanghai Bright Intl,중국,대두,123400,USD,CIF,T/T 60,2026-02-24,완료,0
TRD-25385,2026-06-07,수입,철강강관,PT Nusantara Logam,인도네시아,송유관,235300,USD,DAP,L/C Usance 90,2026-09-19,예정,0
TRD-25386,2026-02-22,수출,전력플랜트,PT Nusantara Logam,인도네시아,개폐기,67400,USD,FOB,L/C Usance 60,2026-05-07,완료,0
TRD-25387,2026-01-31,수출,철강강관,Osaka Trading KK,일본,구조용강관,114700,USD,CFR,L/C Usance 60,2026-04-15,완료,0
TRD-25388,2025-08-12,수출,식량자원,Hanoi AutoParts,베트남,옥수수,76300,USD,DAP,L/C Usance 90,2025-11-24,완료,0
TRD-25389,2025-06-29,수출,그린에너지,Hanoi AutoParts,베트남,ESS배터리,115100,USD,CFR,L/C Usance 60,2025-09-11,완료,0
TRD-25390,2025-02-03,삼국간,화학에너지,Dallas Solar Inc,미국,윤활기유,85900,USD,CIF,T/T 30,2025-03-19,완료,0
TRD-25391,2025-03-03,수출,전력플랜트,Al-Rashid Trading,UAE,몰드변압기,148600,USD,DAP,L/C at sight,2025-03-17,완료,0
TRD-25392,2025-01-24,삼국간,차량소재,Mumbai Metal Corp,인도,샤시모듈,371100,USD,CIF,L/C at sight,2025-02-07,완료,0
TRD-25393,2026-06-27,수출,물류솔루션,Hamburg Stahl GmbH,독일,복합운송,104600,USD,FOB,L/C Usance 90,2026-10-09,예정,0
TRD-25394,2026-02-25,수출,화학에너지,Osaka Trading KK,일본,납사,255700,USD,CIF,L/C Usance 60,2026-05-10,완료,0
TRD-25395,2026-04-05,수출,화학에너지,Houston Energy LLC,미국,납사,267000,USD,DAP,T/T 60,2026-06-18,완료,0
TRD-25396,2025-01-26,수출,전력플랜트,Bangkok Grain House,태국,몰드변압기,66200,USD,FOB,T/T 30,2025-03-11,완료,0
TRD-25397,2025-07-07,수입,그린에너지,Dallas Solar Inc,미국,ESS배터리,276500,USD,DAP,L/C Usance 90,2025-10-19,완료,0
TRD-25398,2026-06-19,수출,그린에너지,Hamburg Stahl GmbH,독일,태양광모듈,154500,USD,DAP,T/T 30,2026-08-02,예정,0
TRD-25399,2025-02-24,수출,철강판재,Shanghai Bright Intl,중국,열연코일,749800,USD,FOB,T/T 30,2025-04-09,완료,0
TRD-25400,2026-03-05,수출,철강강관,Qingdao Chem Group,중국,송유관,130300,USD,CIF,T/T 30,2026-04-18,완료,0
TRD-25401,2025-11-02,수입,물류솔루션,Dallas Solar Inc,미국,해상운송,80000,USD,DAP,L/C Usance 60,2026-01-15,완료,0
TRD-25402,2025-02-27,수출,식량자원,Al-Rashid Trading,UAE,대두,601000,USD,DAP,L/C at sight,2025-03-13,완료,0
TRD-25403,2025-02-06,수입,전력플랜트,Qingdao Chem Group,중국,개폐기,97800,USD,CIF,L/C at sight,2025-02-20,완료,0
TRD-25404,2025-03-12,수출,물류솔루션,Gulf Petro Chem,사우디,복합운송,116700,USD,CFR,L/C Usance 90,2025-06-24,연체,42
TRD-25405,2025-06-13,수출,차량소재,Al-Rashid Trading,UAE,차체부품,222300,USD,FOB,L/C at sight,2025-06-27,완료,0
TRD-25406,2025-01-16,수입,철강강관,Cairo Grid Co,이집트,송유관,420900,USD,FOB,L/C at sight,2025-01-30,완료,0
TRD-25407,2025-07-25,수출,그린에너지,PT Nusantara Logam,인도네시아,태양광모듈,274800,USD,FOB,T/T 60,2025-10-07,연체,17
TRD-25408,2026-03-21,수출,철강강관,Houston Energy LLC,미국,구조용강관,147200,USD,FOB,L/C at sight,2026-04-04,완료,0
TRD-25409,2026-04-17,수입,식량자원,Dallas Solar Inc,미국,밀,364000,USD,DAP,T/T 30,2026-05-31,완료,0
TRD-25410,2025-07-01,삼국간,철강판재,Lagos Agro Ltd,나이지리아,아연도금강판,359500,USD,DAP,L/C at sight,2025-07-15,완료,0
TRD-25411,2026-02-12,수출,화학에너지,Emirates Steel Est.,UAE,납사,144400,USD,CFR,T/T 30,2026-03-28,완료,0
TRD-25412,2026-01-25,수출,전력플랜트,Hanoi AutoParts,베트남,몰드변압기,368200,USD,FOB,L/C Usance 60,2026-04-09,완료,0
TRD-25413,2025-09-07,삼국간,차량소재,Cairo Grid Co,이집트,전장부품,193400,USD,CFR,T/T 60,2025-11-20,완료,0
TRD-25414,2025-12-05,수출,그린에너지,Rotterdam AgriTrade,네덜란드,ESS배터리,439200,USD,DAP,L/C Usance 90,2026-03-19,완료,0
TRD-25415,2026-03-26,수출,식량자원,Mumbai Metal Corp,인도,옥수수,33500,USD,FOB,T/T 30,2026-05-09,완료,0
TRD-25416,2025-02-21,수입,화학에너지,Siam Power Ltd,태국,납사,212800,USD,FOB,L/C Usance 90,2025-06-05,완료,0
TRD-25417,2025-01-21,삼국간,철강강관,Hanoi AutoParts,베트남,구조용강관,580900,USD,CFR,L/C at sight,2025-02-04,연체,26
TRD-25418,2026-02-04,수출,물류솔루션,Bangkok Grain House,태국,해상운송,227100,USD,DAP,L/C Usance 60,2026-04-19,연체,38
TRD-25419,2025-10-28,수출,전력플랜트,Osaka Trading KK,일본,배전변압기,126800,USD,CFR,T/T 60,2026-01-10,완료,0
TRD-25420,2025-06-27,수출,차량소재,Houston Energy LLC,미국,샤시모듈,35100,USD,DAP,L/C Usance 60,2025-09-09,연체,52
TRD-25421,2025-08-19,수출,그린에너지,Viet Thanh Steel,베트남,ESS배터리,100400,USD,CIF,L/C at sight,2025-09-02,완료,0
TRD-25422,2025-03-18,수출,철강강관,Al-Rashid Trading,UAE,구조용강관,97500,USD,DAP,L/C at sight,2025-04-01,완료,0
TRD-25423,2025-02-23,삼국간,화학에너지,Nagoya Parts Co,일본,윤활기유,914800,USD,CFR,L/C at sight,2025-03-09,완료,0
TRD-25424,2025-05-09,삼국간,물류솔루션,Al-Rashid Trading,UAE,복합운송,172200,USD,CIF,L/C Usance 90,2025-08-21,완료,0
TRD-25425,2026-06-05,수출,전력플랜트,Shanghai Bright Intl,중국,개폐기,61200,USD,FOB,T/T 60,2026-08-18,예정,0
TRD-25426,2025-10-21,수입,화학에너지,Dallas Solar Inc,미국,윤활기유,165400,USD,DAP,L/C Usance 60,2026-01-03,완료,0
TRD-25427,2026-01-20,수입,식량자원,Dallas Solar Inc,미국,밀,210500,USD,FOB,L/C Usance 60,2026-04-04,완료,0
TRD-25428,2026-04-17,수입,그린에너지,Shanghai Bright Intl,중국,태양광모듈,208000,USD,DAP,T/T 30,2026-05-31,완료,0
TRD-25429,2025-09-01,수출,그린에너지,Qingdao Chem Group,중국,인버터,748600,USD,CFR,L/C Usance 60,2025-11-14,완료,0
TRD-25430,2025-08-30,수입,식량자원,Mumbai Metal Corp,인도,대두,355300,USD,CFR,L/C Usance 60,2025-11-12,완료,0
TRD-25431,2025-01-05,삼국간,차량소재,Hamburg Stahl GmbH,독일,차체부품,160400,USD,CFR,T/T 60,2025-03-20,완료,0
TRD-25432,2025-12-17,수출,화학에너지,Emirates Steel Est.,UAE,PVC레진,57500,USD,DAP,T/T 30,2026-01-30,완료,0
TRD-25433,2026-06-25,수출,그린에너지,Osaka Trading KK,일본,ESS배터리,99300,USD,FOB,T/T 30,2026-08-08,예정,0
TRD-25434,2025-05-07,수출,그린에너지,Mumbai Metal Corp,인도,태양광모듈,73200,USD,FOB,T/T 60,2025-07-20,완료,0
TRD-25435,2025-05-12,삼국간,철강판재,Qingdao Chem Group,중국,열연코일,378400,USD,FOB,T/T 30,2025-06-25,완료,0
TRD-25436,2025-06-08,수입,식량자원,Emirates Steel Est.,UAE,밀,750400,USD,CIF,T/T 60,2025-08-21,완료,0
TRD-25437,2025-08-10,수출,철강판재,Rotterdam AgriTrade,네덜란드,아연도금강판,46300,USD,CFR,T/T 60,2025-10-23,완료,0
TRD-25438,2026-05-01,수출,화학에너지,Viet Thanh Steel,베트남,윤활기유,689500,USD,DAP,L/C at sight,2026-05-15,완료,0
TRD-25439,2025-11-17,수출,물류솔루션,Gulf Petro Chem,사우디,해상운송,52700,USD,CFR,L/C Usance 60,2026-01-30,완료,0
TRD-25440,2026-05-25,수입,철강판재,Cairo Grid Co,이집트,냉연강판,255700,USD,FOB,L/C Usance 60,2026-08-07,예정,0
TRD-25441,2025-12-02,수출,그린에너지,Osaka Trading KK,일본,인버터,282200,USD,CIF,T/T 60,2026-02-14,연체,41
TRD-25442,2025-01-21,수출,물류솔루션,Viet Thanh Steel,베트남,복합운송,504900,USD,FOB,L/C Usance 60,2025-04-05,완료,0
TRD-25443,2026-03-13,수입,식량자원,Hamburg Stahl GmbH,독일,밀,285500,USD,FOB,T/T 60,2026-05-26,완료,0
TRD-25444,2025-11-17,수출,그린에너지,Lagos Agro Ltd,나이지리아,인버터,245300,USD,CFR,L/C Usance 60,2026-01-30,연체,22
TRD-25445,2025-06-27,수출,철강강관,Hamburg Stahl GmbH,독일,송유관,272900,USD,FOB,L/C Usance 60,2025-09-09,완료,0
TRD-25446,2025-12-17,수출,화학에너지,Houston Energy LLC,미국,납사,129500,USD,FOB,L/C Usance 90,2026-03-31,완료,0
TRD-25447,2025-12-24,수입,전력플랜트,PT Nusantara Logam,인도네시아,배전변압기,159600,USD,FOB,L/C Usance 90,2026-04-07,완료,0
TRD-25448,2025-11-16,수입,전력플랜트,Bangkok Grain House,태국,배전변압기,74200,USD,FOB,L/C at sight,2025-11-30,완료,0
TRD-25449,2026-01-30,수출,그린에너지,PT Nusantara Logam,인도네시아,인버터,377300,USD,CIF,T/T 60,2026-04-14,연체,52
TRD-25450,2026-06-16,수입,식량자원,Rotterdam AgriTrade,네덜란드,옥수수,88500,USD,CIF,L/C Usance 60,2026-08-29,예정,0
TRD-25451,2026-03-16,삼국간,물류솔루션,Gulf Petro Chem,사우디,해상운송,207600,USD,CFR,T/T 30,2026-04-29,완료,0
TRD-25452,2025-08-06,수출,물류솔루션,Chennai Trans Co,인도,해상운송,61200,USD,FOB,L/C at sight,2025-08-20,완료,0
TRD-25453,2025-04-16,수출,물류솔루션,PT Nusantara Logam,인도네시아,해상운송,553000,USD,CFR,L/C at sight,2025-04-30,완료,0
TRD-25454,2025-03-29,수출,그린에너지,Gulf Petro Chem,사우디,태양광모듈,107400,USD,CFR,L/C Usance 60,2025-06-11,완료,0
TRD-25455,2025-01-17,수입,화학에너지,Nagoya Parts Co,일본,윤활기유,728900,USD,DAP,L/C Usance 90,2025-05-01,연체,73
TRD-25456,2025-08-14,수출,차량소재,Houston Energy LLC,미국,전장부품,146800,USD,CFR,L/C Usance 90,2025-11-26,연체,55
TRD-25457,2025-05-10,수출,화학에너지,Qingdao Chem Group,중국,PVC레진,47900,USD,DAP,L/C at sight,2025-05-24,연체,71
TRD-25458,2025-07-01,수출,식량자원,Osaka Trading KK,일본,옥수수,311700,USD,FOB,L/C Usance 90,2025-10-13,완료,0
TRD-25459,2026-06-17,삼국간,전력플랜트,PT Nusantara Logam,인도네시아,배전변압기,463000,USD,DAP,L/C at sight,2026-07-01,예정,0
TRD-25460,2026-06-21,수입,철강판재,Viet Thanh Steel,베트남,냉연강판,65800,USD,CIF,T/T 60,2026-09-03,예정,0
TRD-25461,2026-06-18,수출,전력플랜트,PT Nusantara Logam,인도네시아,몰드변압기,152400,USD,CIF,L/C Usance 60,2026-08-31,예정,0
TRD-25462,2025-10-22,수출,물류솔루션,Dallas Solar Inc,미국,복합운송,45600,USD,FOB,T/T 60,2026-01-04,완료,0
TRD-25463,2025-03-10,수입,식량자원,Bangkok Grain House,태국,밀,285500,USD,DAP,L/C Usance 60,2025-05-23,연체,35
TRD-25464,2025-03-03,삼국간,그린에너지,Gulf Petro Chem,사우디,태양광모듈,265200,USD,DAP,T/T 60,2025-05-16,완료,0
TRD-25465,2026-02-09,수출,물류솔루션,Qingdao Chem Group,중국,복합운송,124100,USD,CIF,L/C Usance 90,2026-05-24,연체,29
TRD-25466,2026-03-14,수출,화학에너지,Viet Thanh Steel,베트남,윤활기유,140600,USD,CFR,T/T 30,2026-04-27,완료,0
TRD-25467,2025-04-22,삼국간,전력플랜트,PT Nusantara Logam,인도네시아,몰드변압기,313900,USD,CIF,T/T 30,2025-06-05,완료,0
TRD-25468,2025-01-25,수출,차량소재,Viet Thanh Steel,베트남,차체부품,493400,USD,DAP,T/T 60,2025-04-09,연체,10
TRD-25469,2025-05-16,수출,그린에너지,Rotterdam AgriTrade,네덜란드,인버터,72800,USD,DAP,L/C at sight,2025-05-30,완료,0
TRD-25470,2025-01-29,수출,차량소재,Gulf Petro Chem,사우디,차체부품,867700,USD,DAP,T/T 60,2025-04-13,연체,6
TRD-25471,2026-06-05,수출,철강판재,Qingdao Chem Group,중국,아연도금강판,143900,USD,FOB,T/T 30,2026-07-19,예정,0
TRD-25472,2025-08-15,수출,전력플랜트,Nagoya Parts Co,일본,몰드변압기,294600,USD,CIF,L/C Usance 90,2025-11-27,완료,0
TRD-25473,2026-05-04,수입,철강강관,Shanghai Bright Intl,중국,구조용강관,261700,USD,FOB,L/C Usance 90,2026-08-16,예정,0
TRD-25474,2026-03-12,수출,차량소재,Emirates Steel Est.,UAE,차체부품,106300,USD,DAP,L/C Usance 90,2026-06-24,완료,0
TRD-25475,2025-10-03,삼국간,철강강관,Hamburg Stahl GmbH,독일,구조용강관,1120800,USD,CFR,L/C Usance 90,2026-01-15,완료,0
TRD-25476,2026-03-27,수출,그린에너지,Hanoi AutoParts,베트남,ESS배터리,1348100,USD,FOB,L/C Usance 60,2026-06-09,완료,0
TRD-25477,2025-02-23,삼국간,철강강관,Shanghai Bright Intl,중국,구조용강관,100400,USD,CIF,L/C Usance 90,2025-06-07,완료,0
TRD-25478,2025-07-30,삼국간,식량자원,Mumbai Metal Corp,인도,대두,127100,USD,CIF,T/T 30,2025-09-12,완료,0
TRD-25479,2026-03-07,수출,식량자원,Siam Power Ltd,태국,밀,431800,USD,CFR,T/T 60,2026-05-20,완료,0
TRD-25480,2026-03-03,삼국간,화학에너지,Gulf Petro Chem,사우디,납사,255100,USD,CFR,T/T 60,2026-05-16,완료,0
TRD-25481,2026-03-05,수입,그린에너지,Osaka Trading KK,일본,태양광모듈,118300,USD,FOB,T/T 30,2026-04-18,완료,0
TRD-25482,2025-01-05,수출,그린에너지,Shanghai Bright Intl,중국,인버터,99700,USD,CFR,L/C Usance 90,2025-04-19,완료,0
TRD-25483,2025-08-12,수출,그린에너지,Lagos Agro Ltd,나이지리아,태양광모듈,414600,USD,CIF,L/C Usance 90,2025-11-24,연체,48
TRD-25484,2025-11-16,수출,물류솔루션,Osaka Trading KK,일본,해상운송,309400,USD,DAP,T/T 30,2025-12-30,완료,0
TRD-25485,2025-10-10,수출,철강강관,Qingdao Chem Group,중국,송유관,72800,USD,CFR,L/C Usance 60,2025-12-23,완료,0
TRD-25486,2026-03-17,수출,물류솔루션,Lagos Agro Ltd,나이지리아,복합운송,147100,USD,CFR,T/T 60,2026-05-30,연체,36
TRD-25487,2025-09-19,수출,그린에너지,Qingdao Chem Group,중국,ESS배터리,7300,USD,DAP,L/C Usance 60,2025-12-02,연체,11
TRD-25488,2025-11-19,수입,식량자원,Houston Energy LLC,미국,밀,179800,USD,FOB,L/C Usance 90,2026-03-03,완료,0
TRD-25489,2025-09-18,수출,차량소재,Houston Energy LLC,미국,차체부품,63000,USD,CFR,T/T 30,2025-11-01,완료,0
TRD-25490,2025-07-10,수출,철강판재,Siam Power Ltd,태국,열연코일,361700,USD,FOB,L/C at sight,2025-07-24,완료,0
TRD-25491,2025-01-29,수출,차량소재,Al-Rashid Trading,UAE,샤시모듈,56100,USD,FOB,L/C Usance 90,2025-05-13,연체,60
TRD-25492,2025-08-05,수입,철강판재,Nagoya Parts Co,일본,열연코일,73900,USD,DAP,T/T 60,2025-10-18,완료,0
TRD-25493,2025-10-08,수입,철강강관,Al-Rashid Trading,UAE,구조용강관,67100,USD,CFR,T/T 60,2025-12-21,연체,54
TRD-25494,2025-12-14,수입,철강판재,Houston Energy LLC,미국,아연도금강판,135600,USD,CIF,L/C Usance 60,2026-02-26,완료,0
TRD-25495,2025-11-17,수입,그린에너지,Hamburg Stahl GmbH,독일,ESS배터리,64600,USD,DAP,T/T 30,2025-12-31,완료,0
TRD-25496,2025-03-29,수출,물류솔루션,Cairo Grid Co,이집트,해상운송,228600,USD,CIF,T/T 60,2025-06-11,완료,0
TRD-25497,2026-01-24,삼국간,전력플랜트,Hanoi AutoParts,베트남,몰드변압기,428000,USD,CFR,L/C Usance 60,2026-04-08,완료,0
TRD-25498,2025-08-15,수출,물류솔루션,Osaka Trading KK,일본,해상운송,241300,USD,CFR,T/T 30,2025-09-28,완료,0
TRD-25499,2026-01-25,수입,철강판재,Nagoya Parts Co,일본,아연도금강판,454900,USD,FOB,T/T 60,2026-04-09,완료,0
TRD-25500,2026-02-14,수입,식량자원,Rotterdam AgriTrade,네덜란드,대두,159800,USD,CIF,L/C Usance 90,2026-05-29,완료,0
TRD-25501,2025-09-30,수출,철강강관,Gulf Petro Chem,사우디,구조용강관,137300,USD,FOB,T/T 60,2025-12-13,완료,0
TRD-25502,2025-10-26,삼국간,철강강관,Nagoya Parts Co,일본,송유관,227500,USD,CFR,L/C Usance 90,2026-02-07,완료,0
TRD-25503,2025-05-02,삼국간,철강판재,Rotterdam AgriTrade,네덜란드,냉연강판,634300,USD,DAP,T/T 60,2025-07-15,완료,0
TRD-25504,2025-10-10,수출,전력플랜트,Osaka Trading KK,일본,몰드변압기,125400,USD,CFR,T/T 30,2025-11-23,완료,0
TRD-25505,2026-06-23,수출,식량자원,Emirates Steel Est.,UAE,밀,101600,USD,CIF,T/T 30,2026-08-06,예정,0
TRD-25506,2025-07-24,수출,화학에너지,Osaka Trading KK,일본,납사,173700,USD,CIF,L/C Usance 60,2025-10-06,완료,0
TRD-25507,2025-07-03,수출,차량소재,Al-Rashid Trading,UAE,차체부품,167600,USD,CFR,L/C Usance 90,2025-10-15,완료,0
TRD-25508,2025-10-17,수출,물류솔루션,Bangkok Grain House,태국,해상운송,53300,USD,DAP,T/T 30,2025-11-30,완료,0
TRD-25509,2025-07-02,수출,차량소재,PT Nusantara Logam,인도네시아,샤시모듈,240200,USD,DAP,L/C Usance 90,2025-10-14,연체,54
TRD-25510,2025-05-23,수출,화학에너지,Shanghai Bright Intl,중국,윤활기유,235800,USD,CIF,T/T 60,2025-08-05,완료,0
TRD-25511,2025-12-19,수출,그린에너지,Cairo Grid Co,이집트,인버터,340400,USD,CFR,L/C Usance 60,2026-03-03,완료,0
TRD-25512,2026-05-22,수입,그린에너지,Osaka Trading KK,일본,ESS배터리,200900,USD,FOB,L/C at sight,2026-06-05,완료,0
TRD-25513,2025-11-29,수입,식량자원,Nagoya Parts Co,일본,대두,115200,USD,FOB,T/T 30,2026-01-12,완료,0
TRD-25514,2025-10-31,삼국간,물류솔루션,Dallas Solar Inc,미국,해상운송,239500,USD,CIF,T/T 30,2025-12-14,완료,0
TRD-25515,2025-09-28,삼국간,철강판재,Siam Power Ltd,태국,열연코일,124300,USD,CIF,L/C at sight,2025-10-12,완료,0
TRD-25516,2025-02-08,수출,화학에너지,Siam Power Ltd,태국,PVC레진,111600,USD,DAP,T/T 30,2025-03-24,완료,0
TRD-25517,2025-03-18,수출,화학에너지,PT Nusantara Logam,인도네시아,납사,68700,USD,CIF,L/C at sight,2025-04-01,완료,0
TRD-25518,2026-06-27,수입,식량자원,Mumbai Metal Corp,인도,밀,241100,USD,CFR,T/T 30,2026-08-10,예정,0
TRD-25519,2026-02-19,수입,그린에너지,Gulf Petro Chem,사우디,ESS배터리,134900,USD,CFR,T/T 30,2026-04-04,완료,0
TRD-25520,2026-06-18,수출,그린에너지,Viet Thanh Steel,베트남,인버터,224600,USD,DAP,L/C Usance 60,2026-08-31,예정,0
TRD-25521,2025-11-07,수출,화학에너지,Bangkok Grain House,태국,PVC레진,704700,USD,DAP,T/T 30,2025-12-21,완료,0
TRD-25522,2025-02-27,삼국간,차량소재,Nagoya Parts Co,일본,차체부품,810600,USD,DAP,L/C at sight,2025-03-13,완료,0
TRD-25523,2026-01-30,수출,화학에너지,Dallas Solar Inc,미국,PVC레진,58200,USD,FOB,L/C Usance 60,2026-04-14,완료,0
TRD-25524,2025-08-24,수입,그린에너지,Bangkok Grain House,태국,태양광모듈,199700,USD,CIF,T/T 30,2025-10-07,완료,0
TRD-25525,2025-06-01,수입,철강판재,PT Nusantara Logam,인도네시아,냉연강판,157000,USD,CFR,L/C Usance 90,2025-09-13,완료,0
TRD-25526,2026-06-06,수출,화학에너지,Siam Power Ltd,태국,PVC레진,171500,USD,CIF,L/C Usance 60,2026-08-19,예정,0
TRD-25527,2025-05-26,삼국간,그린에너지,Hamburg Stahl GmbH,독일,태양광모듈,57900,USD,CIF,L/C Usance 90,2025-09-07,완료,0
TRD-25528,2025-08-09,수입,물류솔루션,Osaka Trading KK,일본,복합운송,400900,USD,DAP,L/C Usance 60,2025-10-22,완료,0
TRD-25529,2025-07-22,수입,화학에너지,PT Nusantara Logam,인도네시아,PVC레진,503700,USD,FOB,T/T 60,2025-10-04,완료,0
TRD-25530,2025-04-23,수출,차량소재,Osaka Trading KK,일본,차체부품,288500,USD,DAP,L/C Usance 60,2025-07-06,완료,0
TRD-25531,2026-06-21,수출,전력플랜트,Gulf Petro Chem,사우디,개폐기,24400,USD,CFR,T/T 30,2026-08-04,예정,0
TRD-25532,2025-08-27,삼국간,철강강관,Siam Power Ltd,태국,구조용강관,578600,USD,FOB,L/C Usance 60,2025-11-09,완료,0
TRD-25533,2025-04-26,수출,화학에너지,PT Nusantara Logam,인도네시아,PVC레진,48500,USD,DAP,L/C at sight,2025-05-10,완료,0
TRD-25534,2025-01-07,수출,전력플랜트,Shanghai Bright Intl,중국,몰드변압기,148300,USD,FOB,T/T 30,2025-02-20,완료,0
TRD-25535,2026-02-28,수출,화학에너지,Shanghai Bright Intl,중국,납사,31300,USD,FOB,T/T 60,2026-05-13,완료,0
TRD-25536,2026-03-14,수입,차량소재,Cairo Grid Co,이집트,전장부품,387200,USD,FOB,L/C Usance 90,2026-06-26,연체,40
TRD-25537,2025-04-07,수입,식량자원,Lagos Agro Ltd,나이지리아,대두,127300,USD,DAP,T/T 60,2025-06-20,완료,0
TRD-25538,2025-10-29,수입,전력플랜트,Rotterdam AgriTrade,네덜란드,배전변압기,42400,USD,CFR,L/C Usance 60,2026-01-11,완료,0
TRD-25539,2026-04-12,수출,물류솔루션,Rotterdam AgriTrade,네덜란드,해상운송,354900,USD,FOB,T/T 60,2026-06-25,완료,0
TRD-25540,2025-04-10,수출,물류솔루션,Gulf Petro Chem,사우디,복합운송,89800,USD,FOB,L/C Usance 90,2025-07-23,완료,0
TRD-25541,2025-09-17,삼국간,물류솔루션,Chennai Trans Co,인도,복합운송,330100,USD,CIF,T/T 30,2025-10-31,완료,0
TRD-25542,2026-05-16,수출,철강강관,Bangkok Grain House,태국,송유관,274300,USD,CFR,L/C Usance 90,2026-08-28,예정,0
TRD-25543,2025-03-28,수입,그린에너지,Lagos Agro Ltd,나이지리아,태양광모듈,142700,USD,DAP,L/C Usance 90,2025-07-10,완료,0
TRD-25544,2025-08-17,수출,화학에너지,Viet Thanh Steel,베트남,윤활기유,170800,USD,DAP,L/C Usance 90,2025-11-29,완료,0
TRD-25545,2025-04-16,삼국간,식량자원,Shanghai Bright Intl,중국,밀,80800,USD,CIF,T/T 30,2025-05-30,완료,0
TRD-25546,2026-03-27,수입,차량소재,Lagos Agro Ltd,나이지리아,샤시모듈,289700,USD,DAP,T/T 60,2026-06-09,완료,0
TRD-25547,2026-04-26,수출,물류솔루션,Gulf Petro Chem,사우디,복합운송,167200,USD,CIF,L/C Usance 90,2026-08-08,예정,0
TRD-25548,2025-10-05,수출,식량자원,Al-Rashid Trading,UAE,대두,124900,USD,CFR,L/C at sight,2025-10-19,완료,0
TRD-25549,2026-01-10,수출,식량자원,Hamburg Stahl GmbH,독일,대두,182100,USD,CFR,T/T 60,2026-03-25,완료,0
TRD-25550,2026-05-20,수출,식량자원,Houston Energy LLC,미국,대두,802200,USD,FOB,L/C Usance 90,2026-09-01,예정,0
TRD-25551,2025-01-17,삼국간,차량소재,Siam Power Ltd,태국,샤시모듈,152000,USD,CIF,T/T 30,2025-03-02,완료,0
TRD-25552,2026-05-23,수출,그린에너지,Osaka Trading KK,일본,태양광모듈,793800,USD,CFR,L/C Usance 60,2026-08-05,예정,0
TRD-25553,2026-06-17,수출,그린에너지,Viet Thanh Steel,베트남,ESS배터리,175800,USD,CIF,T/T 60,2026-08-30,예정,0
TRD-25554,2025-05-02,수출,화학에너지,PT Nusantara Logam,인도네시아,윤활기유,179000,USD,CFR,L/C Usance 90,2025-08-14,완료,0
TRD-25555,2025-01-31,수입,물류솔루션,Osaka Trading KK,일본,해상운송,129000,USD,FOB,L/C Usance 90,2025-05-15,완료,0
TRD-25556,2025-06-29,삼국간,철강강관,Qingdao Chem Group,중국,송유관,310700,USD,FOB,T/T 30,2025-08-12,완료,0
TRD-25557,2026-01-31,수입,철강판재,Hanoi AutoParts,베트남,아연도금강판,158700,USD,CIF,T/T 30,2026-03-16,완료,0
TRD-25558,2025-06-23,수출,물류솔루션,Osaka Trading KK,일본,복합운송,91400,USD,FOB,T/T 30,2025-08-06,연체,74
TRD-25559,2026-03-21,수출,차량소재,Dallas Solar Inc,미국,차체부품,432700,USD,CIF,T/T 30,2026-05-04,완료,0
TRD-25560,2025-06-22,수출,식량자원,Hamburg Stahl GmbH,독일,밀,203400,USD,FOB,L/C Usance 90,2025-10-04,완료,0
TRD-25561,2025-04-18,삼국간,전력플랜트,Osaka Trading KK,일본,몰드변압기,130700,USD,CFR,T/T 60,2025-07-01,완료,0
TRD-25562,2025-02-09,수출,식량자원,Rotterdam AgriTrade,네덜란드,대두,206600,USD,DAP,T/T 60,2025-04-24,완료,0
TRD-25563,2025-01-23,수출,화학에너지,Hamburg Stahl GmbH,독일,PVC레진,207600,USD,CFR,L/C Usance 90,2025-05-07,연체,16
TRD-25564,2025-09-09,수출,철강강관,Al-Rashid Trading,UAE,송유관,103800,USD,CIF,L/C Usance 60,2025-11-22,완료,0
TRD-25565,2026-06-20,수출,식량자원,Rotterdam AgriTrade,네덜란드,옥수수,108000,USD,FOB,T/T 30,2026-08-03,예정,0
TRD-25566,2025-03-28,수입,전력플랜트,Lagos Agro Ltd,나이지리아,배전변압기,561500,USD,DAP,L/C at sight,2025-04-11,완료,0
TRD-25567,2025-12-24,수출,물류솔루션,Siam Power Ltd,태국,해상운송,35400,USD,FOB,T/T 30,2026-02-06,완료,0
TRD-25568,2026-01-06,수출,물류솔루션,Al-Rashid Trading,UAE,해상운송,45500,USD,DAP,L/C Usance 60,2026-03-21,연체,23
TRD-25569,2025-08-28,삼국간,철강강관,Osaka Trading KK,일본,구조용강관,96900,USD,FOB,L/C Usance 60,2025-11-10,완료,0
TRD-25570,2025-06-01,수입,물류솔루션,Hamburg Stahl GmbH,독일,해상운송,26200,USD,CFR,L/C Usance 60,2025-08-14,완료,0
TRD-25571,2026-03-14,삼국간,물류솔루션,Lagos Agro Ltd,나이지리아,복합운송,314600,USD,CIF,L/C at sight,2026-03-28,완료,0
TRD-25572,2025-07-20,삼국간,철강강관,Dallas Solar Inc,미국,구조용강관,40600,USD,DAP,T/T 30,2025-09-02,완료,0
